Student_ID,First_Name,Last_Name,Gender,Attendance (%),Internal_marks,Final_Score,Assignments_Avg,Quizzes_score,Previous_gpa,Semester
S5188,Liam,Davis,Female,80.49,87.11,74.55,73.05,79.24,3.39,II/II
S5189,Maria,Davis,Male,96.04,64.62,77.4,55.81,74.18,3.4,I/II
S5190,Maria,Smith,Female,55.32,81.08,89.36,59.11,83.34,3.51,IV/I
S5191,Ali,Brown,Female,60.55,76.15,84.19,62.3,77.13,3.75,III/I
S5192,Maria,Jones,Male,68.51,98.54,74.16,53.16,69.91,3.0,III/II
S5193,Ahmed,Jones,Female,90.44,96.27,80.15,85.57,86.89,3.46,III/I
S5194,Ahmed,Johnson,Female,63.46,65.66,84.76,68.37,51.25,3.24,I/II
S5195,Liam,Davis,Female,94.1,83.41,47.99,54.68,77.05,2.37,IV/I
S5196,Omar,Smith,Male,52.75,89.77,52.03,91.0,55.69,2.05,III/II
S5197,Ali,Jones,Male,97.05,93.93,81.32,84.18,71.8,2.57,IV/I
S5198,Omar,Williams,Male,78.04,44.09,91.03,72.61,89.56,2.89,I/I
S5199,Omar,Smith,Male,82.94,58.12,64.56,62.37,57.12,3.23,III/II
S5200,Liam,Smith,Male,68.38,59.21,98.79,57.59,96.79,3.7,IV/II
S5201,Emma,Jones,Female,89.1,66.07,52.96,72.92,94.43,2.39,II/II
S5202,Liam,Williams,Female,58.33,50.16,65.0,94.26,70.75,2.25,III/I
S5203,Sara,Johnson,Male,52.45,69.77,62.71,59.42,50.3,3.93,III/II
S5204,Sara,Jones,Female,69.78,79.79,95.82,78.43,89.49,2.22,II/II
S5205,Maria,Williams,Female,92.68,69.84,57.12,98.08,94.04,2.96,IV/I
S5206,Maria,Smith,Female,87.75,79.95,68.25,81.86,58.74,3.17,I/II
S5207,Emma,Williams,Female,75.86,43.99,51.23,72.0,95.81,3.08,III/II
S5208,Maria,Smith,Male,78.61,92.56,71.28,85.82,95.7,2.17,II/II
S5209,Sara,Jones,Male,56.49,96.34,91.44,91.23,73.56,2.11,IV/I
S5210,Omar,Davis,Male,92.03,77.07,58.24,79.53,89.9,2.21,IV/I
S5211,Liam,Jones,Female,89.35,92.88,88.65,93.59,72.25,3.17,IV/I
S5212,John,Brown,Female,82.82,47.89,94.68,75.73,78.2,3.09,I/II
S5213,Ahmed,Brown,Male,73.31,87.85,44.38,91.5,65.99,2.47,I/I
S5214,John,Brown,Male,98.22,47.15,85.39,97.6,57.97,3.28,I/II
S5215,John,Jones,Female,93.95,64.48,55.32,75.06,87.33,3.64,I/II
S5216,Sara,Johnson,Male,82.22,59.43,50.52,80.25,50.07,2.08,IV/II
S5217,John,Jones,Male,68.59,75.14,76.07,80.47,78.98,3.0,III/I
S5218,Liam,Davis,Female,80.9,58.09,82.34,89.07,93.23,3.38,IV/I
S5219,Emma,Williams,Female,78.77,78.24,63.69,91.15,61.06,2.5,II/II
S5220,Ali,Jones,Male,69.71,62.04,42.35,51.36,66.64,2.62,III/II
S5221,Maria,Jones,Female,65.33,91.65,94.52,86.67,79.37,3.23,III/I
S5222,Ali,Smith,Male,70.35,78.03,83.84,89.19,62.34,3.8,IV/I
S5223,Omar,Smith,Female,78.7,52.92,56.3,85.02,92.37,3.62,II/I
S5224,Liam,Smith,Female,71.41,60.17,69.81,85.68,68.33,3.17,I/II
S5225,Liam,Jones,Male,63.18,90.85,41.67,52.07,79.08,3.46,II/I
S5226,Ahmed,Johnson,Female,88.05,63.19,60.36,72.1,61.31,2.73,IV/I
S5227,Liam,Williams,Male,76.57,72.15,71.35,90.91,52.07,3.28,III/I
S5228,Maria,Williams,Female,53.38,78.94,71.03,96.7,58.69,2.93,II/II
S5229,Liam,Davis,Male,68.42,60.87,52.49,61.47,52.31,2.38,III/I
S5230,John,Johnson,Female,94.25,57.64,86.6,78.96,73.43,3.4,IV/II
S5231,Ahmed,Johnson,Female,87.76,68.52,57.93,90.22,79.33,3.11,II/II
S5232,Maria,Williams,Male,66.16,52.89,74.82,87.62,52.23,2.72,II/II
S5233,Emma,Brown,Female,96.91,57.05,56.29,80.94,54.52,3.82,IV/I
S5234,Emma,Smith,Male,53.83,43.72,65.51,50.93,74.28,2.04,I/I
S5235,Emma,Smith,Female,98.06,58.24,52.45,86.19,89.96,2.63,IV/I
S5236,Emma,Williams,Female,62.29,59.24,77.98,88.66,81.4,2.11,I/II
S5237,John,Johnson,Male,50.45,97.71,65.54,86.14,55.24,3.53,III/I
S5238,Liam,Davis,Female,71.69,75.38,40.97,88.29,94.38,3.4,II/II
S5239,Ali,Brown,Female,67.95,87.24,41.69,71.55,95.87,2.66,IV/I
S5240,Maria,Williams,Male,76.95,42.72,68.27,99.69,66.25,3.35,IV/I
S5241,John,Smith,Female,89.84,46.39,50.99,88.54,80.8,2.79,III/I
S5242,Emma,Jones,Male,92.12,88.87,75.1,78.93,74.62,3.51,III/I
S5243,Omar,Johnson,Male,70.06,77.41,64.49,96.71,97.1,2.91,IV/II
S5244,Liam,Jones,Male,71.49,51.46,79.27,95.41,75.44,2.82,II/II
S5245,Ali,Davis,Female,57.41,64.29,97.14,90.73,98.0,3.87,III/II
S5246,Omar,Williams,Female,52.38,72.32,71.72,78.18,59.97,2.5,IV/II
S5247,Ahmed,Smith,Male,82.06,90.62,87.24,76.36,67.28,2.24,II/I
S5248,Omar,Brown,Female,53.22,43.62,85.18,66.44,89.07,3.17,I/II
S5249,Ahmed,Jones,Male,86.69,75.8,95.31,62.54,89.18,3.94,I/II
S5250,Ahmed,Brown,Female,76.95,83.02,52.84,75.62,86.61,2.76,III/II
S5251,Emma,Davis,Male,59.93,98.67,89.64,78.89,92.98,2.12,I/I
S5252,Ahmed,Smith,Male,76.98,88.43,94.33,62.23,85.13,2.68,IV/II
S5253,Sara,Jones,Female,59.15,56.57,63.57,96.13,81.8,3.01,III/II
S5254,Maria,Davis,Male,71.94,82.57,58.83,77.86,72.95,2.32,I/I
S5255,Maria,Brown,Male,89.98,85.8,97.12,76.33,73.35,3.32,I/I
S5256,Emma,Brown,Female,73.1,83.78,77.66,71.78,70.31,4.0,III/II
S5257,Sara,Jones,Male,57.43,89.21,62.84,52.9,81.01,2.9,I/II
S5258,Omar,Smith,Male,86.19,94.22,87.51,94.12,70.33,2.71,II/I
S5259,John,Brown,Female,59.34,45.91,58.27,65.85,57.37,2.8,I/II
S5260,Omar,Williams,Male,86.93,46.29,50.58,82.12,55.33,2.23,IV/I
S5261,Liam,Davis,Male,73.97,87.78,72.64,80.37,96.22,3.77,I/II
S5262,John,Jones,Male,72.69,55.14,73.97,79.22,51.24,2.83,I/II
S5263,Ahmed,Johnson,Male,92.57,43.51,89.54,76.29,55.27,2.77,IV/II
S5264,Ali,Johnson,Male,85.43,64.07,67.42,59.07,72.27,3.32,III/II
S5265,John,Smith,Male,51.65,89.19,88.88,64.03,63.15,2.88,III/II
S5266,Ali,Williams,Male,64.81,47.59,58.68,76.21,70.29,3.3,IV/I
S5267,Maria,Brown,Male,93.55,80.31,74.52,89.47,55.87,2.12,IV/I
S5268,Ali,Johnson,Female,50.92,40.22,52.51,71.6,56.55,3.63,IV/II
S5269,Maria,Smith,Male,77.26,46.58,63.13,60.2,90.03,3.88,III/II
S5270,Sara,Davis,Male,86.39,61.05,91.45,54.4,87.96,3.3,I/II
S5271,Sara,Williams,Female,81.09,45.02,52.96,83.15,55.21,3.91,II/I
S5272,Emma,Williams,Male,88.03,90.75,88.61,71.17,83.39,2.3,I/I
S5273,Emma,Smith,Male,86.28,91.84,56.97,56.27,80.47,2.95,III/I
S5274,Ahmed,Smith,Male,84.6,85.33,42.07,83.72,85.67,3.2,I/I
S5275,John,Brown,Male,91.08,54.55,46.6,60.38,73.72,3.16,IV/I
S5276,Ahmed,Smith,Male,82.28,71.39,84.75,75.45,63.5,2.8,IV/I
S5277,Maria,Brown,Male,70.12,51.05,55.72,65.31,83.18,2.68,I/I
S5278,Ahmed,Brown,Female,73.6,56.88,79.25,96.58,68.57,2.25,III/I
S5279,Ali,Jones,Female,85.84,70.96,81.95,61.41,60.95,2.78,I/II
S5280,Maria,Williams,Female,93.82,84.1,60.71,71.0,70.43,2.33,II/I
S5281,Emma,Davis,Female,63.61,45.68,68.5,97.97,88.16,3.47,II/I
S5282,Sara,Williams,Female,67.1,57.8,64.23,65.94,73.79,2.42,I/I
S5283,Emma,Williams,Male,96.54,95.6,96.84,82.23,64.99,2.12,III/I
S5284,John,Jones,Male,78.93,65.75,59.2,65.84,91.59,3.1,IV/II
S5285,Maria,Brown,Male,58.95,96.33,51.0,55.53,94.08,3.19,IV/I
S5286,Maria,Brown,Male,83.18,99.48,61.94,81.38,71.66,3.74,II/II
S5287,Ali,Smith,Male,99.54,71.6,80.17,95.8,68.73,3.15,I/II
S5288,John,Jones,Female,91.17,57.28,81.84,72.63,80.63,2.69,IV/II
S5289,Sara,Smith,Female,87.29,87.45,95.44,81.31,52.9,3.61,I/I
S5290,Omar,Jones,Male,60.4,49.56,92.91,80.44,84.57,3.08,II/I
S5291,Maria,Smith,Male,93.81,55.12,57.3,70.75,89.11,2.16,IV/I
S5292,Maria,Johnson,Male,76.29,87.09,67.31,80.74,69.87,3.13,IV/II
S5293,Ali,Williams,Female,94.46,66.02,84.84,62.97,58.73,3.82,IV/II
S5294,Ahmed,Williams,Female,66.49,52.09,94.99,68.9,51.44,2.79,III/II
S5295,Liam,Davis,Male,53.1,79.07,60.23,72.12,81.86,2.59,III/II
S5296,Sara,Brown,Female,73.8,83.97,66.67,93.2,63.45,2.29,III/I
S5297,Emma,Davis,Male,63.49,47.5,93.97,67.42,73.19,2.3,III/I
S5298,John,Johnson,Female,85.76,56.62,61.51,81.76,69.32,2.87,I/I
S5299,Maria,Davis,Female,97.86,53.28,68.83,60.67,58.74,3.19,IV/II
S5300,Maria,Williams,Male,84.55,62.79,94.27,62.63,75.42,2.16,II/II
S5301,Emma,Brown,Female,94.35,85.81,88.13,82.42,72.98,3.88,II/I
S5302,Sara,Johnson,Female,72.65,82.82,54.61,88.12,81.21,3.51,I/I
S5303,Liam,Williams,Male,88.58,79.75,59.49,73.11,62.59,3.17,II/II
S5304,Ahmed,Smith,Female,92.15,40.38,61.18,66.75,60.73,3.66,IV/I
S5305,Maria,Jones,Male,85.54,48.53,94.76,95.51,90.72,2.16,III/I
S5306,Liam,Johnson,Female,75.39,53.4,99.94,56.79,85.11,2.95,III/II
S5307,Sara,Brown,Male,81.29,56.32,86.44,86.04,88.61,3.26,I/II
S5308,Emma,Davis,Male,85.03,48.79,69.06,84.51,56.16,3.66,IV/II
S5309,Ali,Davis,Female,62.65,64.62,40.61,84.51,61.2,3.57,IV/I
S5310,Ahmed,Johnson,Female,90.48,44.51,81.85,96.77,78.78,2.55,III/II
S5311,John,Brown,Male,97.52,85.0,63.36,86.41,92.86,3.88,II/I
S5312,Maria,Johnson,Female,73.26,87.26,77.98,65.08,94.61,2.25,II/I
S5313,Sara,Brown,Female,85.05,74.46,76.4,67.67,91.6,3.75,III/II
S5314,Ali,Davis,Female,86.85,45.38,68.85,69.56,52.17,3.94,IV/I
S5315,John,Williams,Male,83.11,93.4,96.66,51.54,91.04,2.35,III/II
S5316,Omar,Smith,Male,77.36,97.94,41.39,95.68,94.95,3.44,II/II
S5317,Sara,Williams,Male,94.08,52.14,82.73,53.68,52.84,2.08,I/I
S5318,Sara,Smith,Female,72.45,82.28,64.59,84.99,70.81,2.81,III/I
S5319,John,Davis,Female,53.06,90.52,82.83,86.51,76.83,3.03,II/II
S5320,Ali,Williams,Male,92.23,72.39,80.51,92.19,61.64,3.16,I/II
S5321,Omar,Williams,Male,83.7,59.4,40.61,77.67,75.83,3.87,III/II
S5322,Liam,Johnson,Female,92.46,68.71,57.12,86.26,94.3,3.34,I/II
S5323,Liam,Jones,Female,56.93,70.74,51.35,65.14,93.35,2.96,I/II
S5324,Emma,Davis,Female,51.54,64.04,50.02,87.28,96.99,3.62,II/II
S5325,Ali,Brown,Female,96.72,95.79,83.71,67.17,74.21,3.9,III/I
S5326,Ahmed,Davis,Male,57.39,84.63,54.37,95.14,70.53,2.04,IV/I
S5327,Maria,Brown,Female,90.48,54.48,68.48,58.17,83.29,3.97,II/I
S5328,John,Brown,Female,91.16,75.13,54.82,65.79,70.84,2.17,I/I
S5329,Emma,Smith,Male,85.44,81.32,74.81,74.94,52.1,3.63,IV/II
S5330,Omar,Brown,Male,56.56,48.41,83.23,88.79,86.0,2.56,II/I
S5331,John,Brown,Female,83.37,61.51,59.86,87.44,64.05,2.26,III/I
S5332,John,Johnson,Male,94.45,94.33,76.18,60.54,52.45,2.88,IV/II
S5333,Ali,Williams,Female,71.28,74.03,89.49,57.21,51.03,3.29,II/I
S5334,Maria,Davis,Female,70.68,53.02,45.65,65.2,96.57,2.76,III/II
S5335,Ahmed,Davis,Male,72.14,47.37,82.64,74.19,62.6,2.11,III/II
S5336,Liam,Brown,Male,54.11,71.09,59.39,76.95,72.39,3.2,II/II
S5337,Sara,Jones,Female,94.6,72.86,47.36,71.46,97.53,3.8,I/II
S5338,Sara,Davis,Male,93.46,60.06,72.74,83.15,73.38,2.77,IV/II
S5339,John,Brown,Female,99.9,77.82,53.58,71.38,53.93,2.43,III/I
S5340,Liam,Smith,Female,79.26,44.12,89.28,97.32,77.6,2.89,III/I
S5341,Liam,Smith,Female,87.56,48.71,42.57,63.05,54.41,2.1,II/I
S5342,Maria,Smith,Male,60.13,72.78,45.92,81.37,54.75,3.64,II/II
S5343,Omar,Brown,Female,83.38,43.71,71.26,80.57,92.57,3.65,II/I
S5344,Omar,Johnson,Female,82.49,92.85,75.34,64.08,64.47,3.18,II/I
S5345,Emma,Jones,Female,95.06,48.53,83.79,70.58,83.93,2.71,III/I
S5346,Ali,Brown,Male,91.54,80.44,55.56,68.27,75.45,3.6,II/I
S5347,Maria,Johnson,Female,96.92,63.47,90.51,58.62,61.12,3.11,I/II
S5348,Maria,Johnson,Female,93.44,63.99,97.19,73.86,75.89,3.65,II/I
S5349,Ali,Davis,Female,93.43,85.89,69.94,69.33,53.45,3.26,IV/II
S5350,Liam,Brown,Male,53.19,69.97,85.63,58.92,67.36,3.57,I/II
S5351,Omar,Brown,Female,92.3,83.54,71.49,72.49,76.14,3.2,III/I
S5352,Omar,Johnson,Female,80.37,70.31,44.17,71.09,61.42,2.83,II/II
S5353,Liam,Johnson,Male,69.02,75.57,59.57,56.57,83.01,3.92,III/II
S5354,Omar,Johnson,Male,52.83,85.64,45.25,56.56,52.59,3.08,IV/II
S5355,John,Davis,Female,83.88,76.44,99.33,82.38,74.24,3.21,I/II
S5356,Maria,Brown,Female,66.41,76.94,53.74,85.33,85.75,2.44,II/II
S5357,Sara,Johnson,Female,73.39,87.35,78.15,97.06,71.5,3.25,II/II
S5358,Ali,Smith,Male,84.09,96.95,57.06,54.35,93.73,3.14,I/II
S5359,Omar,Brown,Male,95.59,62.6,79.19,55.89,81.61,2.37,III/I
S5360,Emma,Davis,Female,91.27,74.63,52.62,52.59,97.92,2.12,I/I
S5361,Omar,Smith,Male,72.53,45.18,87.12,76.61,64.21,3.21,II/II
S5362,Omar,Williams,Female,69.39,61.53,46.65,81.14,96.94,3.53,II/II
S5363,Ahmed,Brown,Female,61.99,64.72,93.71,70.18,80.34,3.05,III/I
S5364,John,Williams,Male,68.62,90.11,90.43,89.9,87.26,2.45,III/I
S5365,Ali,Johnson,Female,55.55,70.8,80.73,84.33,95.11,3.33,II/I
S5366,Ahmed,Davis,Male,98.56,83.86,44.04,99.29,77.56,2.16,III/I
S5367,Ahmed,Johnson,Male,78.7,41.14,52.51,56.89,93.11,2.88,II/II
S5368,Emma,Davis,Female,56.39,67.87,91.56,52.92,77.08,2.33,I/II
S5369,Maria,Jones,Male,67.64,94.08,47.32,63.74,79.96,2.37,I/I
S5370,Emma,Johnson,Female,77.35,53.46,49.36,50.95,72.25,2.4,IV/I
S5371,Maria,Williams,Male,76.64,41.89,72.64,96.63,57.28,2.77,II/I
S5372,Maria,Davis,Female,51.78,66.0,56.45,65.2,77.68,2.1,IV/I
S5373,Ali,Johnson,Female,97.54,82.27,53.32,77.62,98.87,2.8,I/II
S5374,Omar,Brown,Female,63.77,67.27,74.55,65.9,89.36,3.02,I/I
S5375,Ali,Davis,Male,50.81,67.6,62.35,62.29,87.37,2.97,I/I
S5376,John,Davis,Female,53.82,80.19,48.43,57.62,82.17,2.77,I/I
S5377,Maria,Johnson,Male,79.01,55.26,72.09,66.02,67.4,3.68,III/II
S5378,Ahmed,Jones,Male,56.89,85.11,63.22,80.77,58.48,2.29,I/II
S5379,Omar,Johnson,Male,52.09,49.19,84.07,98.58,61.23,3.01,IV/II
S5380,Sara,Williams,Male,68.98,63.75,46.17,77.9,50.32,2.12,II/I
S5381,John,Williams,Male,81.14,79.36,77.24,76.64,83.67,2.14,II/I
S5382,Ali,Davis,Female,55.59,89.7,66.19,51.76,90.59,3.15,I/I
S5383,Emma,Davis,Male,65.67,87.49,64.36,92.0,63.45,3.13,I/II
S5384,John,Johnson,Female,70.89,83.3,53.94,52.24,54.59,3.76,III/II
S5385,John,Williams,Female,57.97,61.55,41.83,95.31,66.79,3.12,I/I
S5386,Omar,Williams,Male,75.3,47.34,90.86,76.93,64.6,3.92,III/I
S5387,John,Jones,Female,54.26,53.01,59.58,58.42,72.54,2.1,IV/II
S5388,John,Brown,Female,52.33,91.89,80.87,72.59,63.21,2.2,IV/I
S5389,Sara,Jones,Male,75.99,91.44,96.86,99.75,66.99,2.09,II/I
S5390,Liam,Smith,Female,62.39,97.09,73.9,65.25,95.38,2.37,IV/I
S5391,Emma,Jones,Male,54.77,44.56,63.83,63.47,66.74,3.08,II/II
S5392,Emma,Johnson,Male,71.2,72.21,56.1,55.9,89.28,3.29,I/I
S5393,Emma,Brown,Male,95.76,78.92,96.04,79.86,81.29,2.09,III/I
S5394,Maria,Johnson,Female,86.21,82.64,80.92,54.46,66.88,3.89,II/I
S5395,Ahmed,Smith,Female,90.78,78.63,79.92,88.3,90.89,3.68,IV/I
S5396,Liam,Brown,Female,93.6,86.2,65.57,95.96,79.75,2.59,IV/II
S5397,Emma,Davis,Female,98.63,61.57,90.7,96.59,50.43,2.15,III/II
S5398,John,Williams,Male,88.16,50.77,82.82,55.4,53.44,2.34,I/II
S5399,John,Jones,Male,80.42,52.28,56.99,77.91,87.63,2.25,II/I
S5400,Emma,Johnson,Female,68.27,40.72,75.97,54.86,72.33,2.25,IV/II
S5401,Omar,Smith,Male,59.08,61.02,65.81,78.6,70.28,3.04,IV/I
S5402,Emma,Williams,Female,84.33,45.5,40.4,90.75,57.29,2.49,I/II
S5403,John,Jones,Male,99.75,59.29,88.46,76.89,57.87,2.72,IV/I
S5404,Maria,Williams,Male,73.37,77.69,47.37,93.6,89.89,3.98,I/II
S5405,Ali,Jones,Male,86.18,93.67,70.6,90.08,91.45,3.37,III/II
S5406,Ali,Davis,Male,74.75,90.38,60.17,63.83,78.0,3.9,III/II
S5407,Liam,Brown,Male,71.6,55.16,60.53,81.51,64.76,2.29,I/I
S5408,Liam,Williams,Female,70.52,48.04,68.64,50.37,96.64,2.76,I/I
S5409,Emma,Williams,Female,75.23,51.58,99.82,69.8,81.2,3.11,II/I
S5410,Sara,Williams,Male,68.34,98.26,64.5,61.9,89.83,2.15,III/II
S5411,Emma,Brown,Female,87.44,72.97,50.94,96.86,50.16,2.01,III/I
S5412,Omar,Smith,Male,93.71,50.95,76.82,70.27,72.52,3.34,IV/I
S5413,Emma,Jones,Male,94.14,90.44,54.18,82.7,93.55,3.28,IV/I
S5414,Liam,Davis,Male,61.38,63.71,46.33,86.6,66.91,2.82,IV/I
S5415,Ali,Williams,Male,94.8,93.95,43.01,88.66,86.33,2.98,II/I
S5416,John,Brown,Female,67.08,55.64,41.37,86.79,82.88,2.83,IV/I
S5417,Emma,Smith,Male,65.47,63.59,65.87,64.46,57.61,2.05,II/II
S5418,John,Jones,Female,86.34,70.3,65.6,84.3,88.75,2.67,I/II
S5419,John,Brown,Male,65.23,93.56,51.13,77.45,55.63,2.35,IV/I
S5420,Sara,Davis,Male,52.65,92.13,87.04,79.87,86.4,2.2,IV/II
S5421,John,Davis,Female,68.68,74.46,47.76,50.04,99.55,3.91,I/II
S5422,Ali,Jones,Male,86.07,53.31,94.92,62.91,97.9,3.2,I/I
S5423,Maria,Williams,Male,66.35,64.2,75.25,96.53,90.01,3.46,IV/I
S5424,Maria,Davis,Female,81.48,98.54,41.66,64.5,76.73,2.63,IV/II
S5425,Ahmed,Smith,Female,83.01,76.47,97.78,71.9,83.74,2.79,III/I
S5426,Omar,Brown,Female,86.69,86.87,58.48,59.33,86.41,2.47,IV/II
S5427,Emma,Smith,Male,94.86,66.99,67.0,56.93,50.42,2.19,III/II
S5428,Omar,Williams,Male,71.63,71.92,57.06,60.43,55.12,2.36,III/II
S5429,Ali,Smith,Female,58.32,65.74,83.71,77.68,79.85,3.6,I/I
S5430,John,Smith,Female,65.95,82.18,69.14,95.95,50.33,3.36,II/II
S5431,Maria,Johnson,Male,71.61,91.09,47.94,66.31,95.45,3.09,II/I
S5432,Omar,Smith,Male,85.69,70.44,46.25,66.17,74.48,2.95,II/I
S5433,Ali,Jones,Female,50.66,68.85,83.52,78.21,62.89,3.84,III/I
S5434,Maria,Brown,Female,65.79,60.42,54.22,67.84,69.69,2.15,I/I
S5435,John,Johnson,Female,88.99,50.63,48.27,95.52,92.54,2.56,I/I
S5436,Omar,Brown,Female,83.54,96.35,69.97,68.89,96.36,2.7,II/II
S5437,Maria,Brown,Male,86.59,58.96,88.17,74.52,55.81,3.56,IV/I
S5438,Emma,Williams,Male,90.59,88.04,56.73,76.67,88.9,3.99,II/I
S5439,Liam,Williams,Male,89.16,82.92,56.59,89.1,78.91,2.48,IV/I
S5440,Emma,Johnson,Male,84.11,87.46,90.03,78.2,79.28,3.75,I/I
S5441,Ahmed,Davis,Female,71.98,96.21,48.87,61.96,88.97,3.66,IV/I
S5442,Ahmed,Williams,Male,99.18,77.4,77.0,56.2,61.14,2.45,III/II
S5443,Maria,Williams,Female,78.45,93.88,97.3,96.89,76.55,2.8,III/I
S5444,Liam,Williams,Male,60.14,50.06,90.48,90.08,65.97,2.82,II/I
S5445,Ali,Brown,Male,64.64,77.6,43.71,51.15,54.73,3.96,II/II
S5446,Emma,Johnson,Male,84.68,86.34,59.19,91.08,55.25,2.36,III/I
S5447,Ali,Brown,Female,96.24,56.3,48.54,79.53,56.82,3.6,I/II
S5448,Liam,Jones,Male,58.94,84.45,96.95,75.94,80.74,2.67,III/II
S5449,Ali,Brown,Female,54.12,86.71,99.16,50.61,55.29,3.46,II/II
S5450,Liam,Jones,Female,94.08,89.87,54.1,89.04,78.51,2.84,IV/II
S5451,Maria,Smith,Male,95.76,58.77,80.18,59.9,79.41,3.16,III/I
S5452,Ali,Smith,Female,63.82,80.9,90.5,86.4,95.19,3.67,I/I
S5453,Emma,Jones,Male,68.86,58.26,54.02,50.79,81.32,3.61,I/II
S5454,John,Jones,Female,83.01,84.34,51.26,89.82,99.28,3.73,II/II
S5455,Ahmed,Brown,Male,66.5,67.78,40.67,51.15,51.55,2.12,I/I
S5456,John,Jones,Female,93.86,75.85,64.72,61.79,85.21,3.38,III/II
S5457,Ali,Johnson,Female,55.38,64.95,93.97,63.41,51.32,2.28,IV/II
S5458,John,Smith,Male,51.9,49.72,94.18,57.88,86.47,2.83,I/II
S5459,Emma,Smith,Male,60.42,50.68,47.66,74.05,69.29,3.1,II/I
S5460,Emma,Davis,Male,64.3,44.65,52.26,64.18,80.57,2.81,IV/II
S5461,Ali,Jones,Male,55.65,77.08,64.48,99.66,65.48,3.04,I/I
S5462,Maria,Williams,Female,53.28,90.92,86.84,79.0,57.96,3.99,III/I
S5463,John,Williams,Female,87.78,41.25,76.71,78.32,86.18,2.27,IV/I
S5464,Maria,Jones,Female,58.21,43.97,70.83,61.04,95.23,3.35,II/II
S5465,Maria,Johnson,Female,95.7,67.45,75.52,70.43,59.18,2.79,I/II
S5466,Liam,Williams,Male,68.4,84.26,45.77,56.2,96.04,2.27,I/I
S5467,Sara,Davis,Female,83.53,49.46,68.66,88.13,57.01,2.32,II/I
S5468,Ali,Jones,Male,61.27,56.3,99.52,66.56,86.78,3.9,IV/I
S5469,Ahmed,Johnson,Female,62.02,53.92,45.31,87.6,97.97,3.76,II/II
S5470,Emma,Johnson,Male,78.74,63.94,71.15,68.58,57.37,3.81,II/II
S5471,Emma,Brown,Male,78.03,53.5,57.74,99.44,71.75,3.98,I/I
S5472,Ali,Johnson,Male,88.44,61.16,72.39,58.56,66.87,2.42,II/I
S5473,Liam,Williams,Male,87.89,83.71,74.43,50.08,69.42,2.71,III/II
S5474,Omar,Williams,Male,83.53,76.66,74.65,79.74,87.66,3.34,IV/I
S5475,Omar,Jones,Female,72.46,44.87,91.13,97.65,83.06,2.97,III/II
S5476,Omar,Jones,Male,94.53,78.26,63.38,82.35,98.43,2.84,I/II
S5477,Liam,Johnson,Female,81.13,68.62,70.98,54.29,59.27,2.72,I/I
S5478,Ahmed,Davis,Female,99.51,96.07,40.66,77.02,77.16,3.19,IV/I
S5479,Emma,Smith,Male,90.97,57.36,87.37,95.47,72.46,3.15,I/II
S5480,Ali,Brown,Female,52.22,83.57,55.57,50.33,95.94,2.32,IV/II
S5481,Liam,Smith,Female,66.03,83.85,88.99,58.35,50.53,2.94,III/II
S5482,Emma,Johnson,Female,78.59,53.29,55.94,90.73,99.46,3.11,IV/II
S5483,Maria,Johnson,Male,86.07,94.19,40.65,94.7,73.99,3.14,IV/II
S5484,John,Smith,Male,77.52,69.47,49.29,85.36,81.28,2.42,IV/I
S5485,John,Brown,Male,89.31,80.73,99.14,99.58,68.0,3.48,II/II
S5486,Liam,Smith,Male,64.13,48.75,59.19,54.51,92.63,2.05,I/II
S5487,Emma,Jones,Female,59.2,55.47,46.53,77.28,78.1,2.71,IV/II
S5488,Sara,Williams,Female,52.7,75.17,47.13,84.25,83.14,3.56,II/I
S5489,Ahmed,Davis,Female,78.67,59.14,58.62,85.13,82.45,3.13,III/I
S5490,Omar,Jones,Female,84.43,69.98,42.26,89.67,68.2,2.52,III/II
S5491,Ahmed,Williams,Female,66.31,62.44,70.69,95.88,53.8,3.39,III/II
S5492,Ahmed,Davis,Female,80.68,78.43,52.82,68.08,90.39,3.13,II/I
S5493,Liam,Davis,Male,52.61,69.23,71.16,52.15,64.49,3.59,IV/I
S5494,Maria,Davis,Female,54.96,40.28,48.45,68.12,92.45,3.47,IV/I
S5495,Ahmed,Johnson,Female,85.09,78.98,65.79,83.58,80.43,3.22,IV/I
S5496,John,Davis,Female,68.4,65.33,75.88,60.67,67.69,2.98,I/II
S5497,Maria,Brown,Male,83.57,60.5,43.72,90.5,79.71,2.27,I/I
S5498,Ali,Smith,Female,91.59,45.65,63.92,60.99,82.27,2.52,IV/II
S5499,Ahmed,Brown,Female,92.63,53.22,58.15,50.5,85.33,2.84,II/II
S5500,Ahmed,Smith,Male,58.61,53.43,54.42,75.4,91.12,3.2,III/I
S5501,Ali,Jones,Female,74.31,96.12,76.27,86.32,57.99,3.03,I/I
S5502,Ahmed,Jones,Male,86.7,65.95,75.31,67.48,97.21,2.58,I/I
S5503,Ali,Smith,Male,88.7,42.52,77.84,87.44,70.54,2.01,II/I
S5504,Maria,Brown,Female,89.23,48.33,49.53,71.92,93.02,2.99,I/II
S5505,John,Smith,Female,61.41,44.74,57.14,58.59,61.02,2.57,III/II
S5506,Ali,Davis,Male,59.63,75.33,52.58,54.53,51.45,3.47,III/II
S5507,Sara,Johnson,Female,79.5,51.2,72.43,85.53,78.67,2.05,II/I
S5508,Liam,Jones,Female,87.05,69.91,67.66,69.29,66.23,3.17,I/II
